AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	Gene	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	Study_type	collected_by	collection_date	geo_loc_name	host	host_disease	isolate	isolation_source	sample_type	strain	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	SRA_Study
314	SAMN11483592	sra	ncbi		SRX5730933	DHPS, DHFR	94KExxxxx0176PfC0031	2019-04-24	6	3	Plasmodium falciparum	2019-04-24	SRR8950815	SRS4668448	94KExxxxx0176PfC0031	Cohort Cross-Section	Ndwara/Nyangoma	1994	Kenya	Homo sapiens		94KExxxxx0176PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
286	SAMN11483888	sra	ncbi		SRX5730934	DHPS, DHFR	93KExxxxx0481PfC0031	2019-04-24	1	0	Plasmodium falciparum	2019-04-24	SRR8950814	SRS4668449	93KExxxxx0481PfC0031	Cohort Cross-Section	Wera	1993	Kenya	Homo sapiens		93KExxxxx0481PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
273	SAMN11483887	sra	ncbi		SRX5730935	DHPS, DHFR	93KExxxxx0480PfC0031	2019-04-24	1	0	Plasmodium falciparum	2019-04-24	SRR8950813	SRS4668450	93KExxxxx0480PfC0031	Cohort Cross-Section	Ujanga/Nyachida	1993	Kenya	Homo sapiens		93KExxxxx0480PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
276	SAMN11483493	sra	ncbi		SRX5730936	DHPS, DHFR	93KExxxxx0049PfC0031	2019-04-24	4	2	Plasmodium falciparum	2019-04-24	SRR8950812	SRS4668451	93KExxxxx0049PfC0031	Cohort Cross-Section	Aduoyo Miyare	1993	Kenya	Homo sapiens		93KExxxxx0049PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
283	SAMN11483494	sra	ncbi		SRX5730937	DHPS, DHFR	94KExxxxx0050PfC0031	2019-04-24	2	1	Plasmodium falciparum	2019-04-24	SRR8950811	SRS4668452	94KExxxxx0050PfC0031	Cohort Cross-Section	Aduoyo Miyare	1994	Kenya	Homo sapiens		94KExxxxx0050PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
318	SAMN11483764	sra	ncbi		SRX5730938	DHPS, DHFR	99KExxxxx0348PfC0031	2019-04-24	12	6	Plasmodium falciparum	2019-04-24	SRR8950810	SRS4668453	99KExxxxx0348PfC0031	Cohort Cross-Section	Raliew	1999	Kenya	Homo sapiens		99KExxxxx0348PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
292	SAMN11483763	sra	ncbi		SRX5730939	DHPS, DHFR	99KExxxxx0347PfC0031	2019-04-24	13	8	Plasmodium falciparum	2019-04-24	SRR8950809	SRS4668454	99KExxxxx0347PfC0031	Cohort Cross-Section	Raliew	1999	Kenya	Homo sapiens		99KExxxxx0347PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
315	SAMN11483760	sra	ncbi		SRX5730940	DHPS, DHFR	96KExxxxx0344PfC0031	2019-04-24	28	14	Plasmodium falciparum	2019-04-24	SRR8950808	SRS4668455	96KExxxxx0344PfC0031	Cohort Cross-Section	Aduoyo Miyare	1996	Kenya	Homo sapiens		96KExxxxx0344PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
313	SAMN11483759	sra	ncbi		SRX5730941	DHPS, DHFR	96KExxxxx0343PfC0031	2019-04-24	28	14	Plasmodium falciparum	2019-04-24	SRR8950807	SRS4668456	96KExxxxx0343PfC0031	Cohort Cross-Section	Aduoyo Miyare	1996	Kenya	Homo sapiens		96KExxxxx0343PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
323	SAMN11483762	sra	ncbi		SRX5730942	DHPS, DHFR	97KExxxxx0346PfC0031	2019-04-24	28	14	Plasmodium falciparum	2019-04-24	SRR8950806	SRS4668457	97KExxxxx0346PfC0031	Cohort Cross-Section	Aduoyo Miyare	1997	Kenya	Homo sapiens		97KExxxxx0346PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
320	SAMN11483761	sra	ncbi		SRX5730943	DHPS, DHFR	96KExxxxx0345PfC0031	2019-04-24	21	10	Plasmodium falciparum	2019-04-24	SRR8950805	SRS4668458	96KExxxxx0345PfC0031	Cohort Cross-Section	Aduoyo Miyare	1996	Kenya	Homo sapiens		96KExxxxx0345PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
341	SAMN11483756	sra	ncbi		SRX5730944	DHPS, DHFR	96KExxxxx0340PfC0031	2019-04-24	25	13	Plasmodium falciparum	2019-04-24	SRR8950804	SRS4668459	96KExxxxx0340PfC0031	Cohort Cross-Section	Aduoyo Miyare	1996	Kenya	Homo sapiens		96KExxxxx0340PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
318	SAMN11483755	sra	ncbi		SRX5730945	DHPS, DHFR	95KExxxxx0339PfC0031	2019-04-24	30	15	Plasmodium falciparum	2019-04-24	SRR8950803	SRS4668460	95KExxxxx0339PfC0031	Cohort Cross-Section	Aduoyo Miyare	1995	Kenya	Homo sapiens		95KExxxxx0339PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
341	SAMN11483758	sra	ncbi		SRX5730946	DHPS, DHFR	96KExxxxx0342PfC0031	2019-04-24	22	11	Plasmodium falciparum	2019-04-24	SRR8950802	SRS4668461	96KExxxxx0342PfC0031	Cohort Cross-Section	Aduoyo Miyare	1996	Kenya	Homo sapiens		96KExxxxx0342PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
326	SAMN11483757	sra	ncbi		SRX5730947	DHPS, DHFR	96KExxxxx0341PfC0031	2019-04-24	34	17	Plasmodium falciparum	2019-04-24	SRR8950801	SRS4668462	96KExxxxx0341PfC0031	Cohort Cross-Section	Aduoyo Miyare	1996	Kenya	Homo sapiens		96KExxxxx0341PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
299	SAMN11483862	sra	ncbi		SRX5730948	DHPS, DHFR	95KExxxxx0455PfC0031	2019-04-24	2	1	Plasmodium falciparum	2019-04-24	SRR8950800	SRS4668463	95KExxxxx0455PfC0031	Cohort Cross-Section	Aduoyo Miyare	1995	Kenya	Homo sapiens		95KExxxxx0455PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
356	SAMN11483864	sra	ncbi		SRX5730949	DHPS, DHFR	95KExxxxx0457PfC0031	2019-04-24	1	1	Plasmodium falciparum	2019-04-24	SRR8950799	SRS4668464	95KExxxxx0457PfC0031	Cohort Cross-Section	Aduoyo Miyare	1995	Kenya	Homo sapiens		95KExxxxx0457PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
273	SAMN11483484	sra	ncbi		SRX5730950	DHPS, DHFR	94KExxxxx0040PfC0031	2019-04-24	6	3	Plasmodium falciparum	2019-04-24	SRR8950798	SRS4668466	94KExxxxx0040PfC0031	Cohort Cross-Section	Raliew	1994	Kenya	Homo sapiens		94KExxxxx0040PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
276	SAMN11483483	sra	ncbi		SRX5730951	DHPS, DHFR	94KExxxxx0039PfC0031	2019-04-24	4	2	Plasmodium falciparum	2019-04-24	SRR8950797	SRS4668465	94KExxxxx0039PfC0031	Cohort Cross-Section	Raliew	1994	Kenya	Homo sapiens		94KExxxxx0039PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
283	SAMN11483480	sra	ncbi		SRX5730952	DHPS, DHFR	94KExxxxx0036PfC0031	2019-04-24	5	2	Plasmodium falciparum	2019-04-24	SRR8950796	SRS4668467	94KExxxxx0036PfC0031	Cohort Cross-Section	Raliew	1994	Kenya	Homo sapiens		94KExxxxx0036PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
267	SAMN11483479	sra	ncbi		SRX5730953	DHPS, DHFR	94KExxxxx0035PfC0031	2019-04-24	2	1	Plasmodium falciparum	2019-04-24	SRR8950795	SRS4668468	94KExxxxx0035PfC0031	Cohort Cross-Section	Raliew	1994	Kenya	Homo sapiens		94KExxxxx0035PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
302	SAMN11483482	sra	ncbi		SRX5730954	DHPS, DHFR	93KExxxxx0038PfC0031	2019-04-24	3	2	Plasmodium falciparum	2019-04-24	SRR8950794	SRS4668469	93KExxxxx0038PfC0031	Cohort Cross-Section	Raliew	1993	Kenya	Homo sapiens		93KExxxxx0038PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
288	SAMN11483481	sra	ncbi		SRX5730955	DHPS, DHFR	94KExxxxx0037PfC0031	2019-04-24	5	2	Plasmodium falciparum	2019-04-24	SRR8950793	SRS4668470	94KExxxxx0037PfC0031	Cohort Cross-Section	Raliew	1994	Kenya	Homo sapiens		94KExxxxx0037PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
294	SAMN11483476	sra	ncbi		SRX5730956	DHPS, DHFR	93KExxxxx0032PfC0031	2019-04-24	7	4	Plasmodium falciparum	2019-04-24	SRR8950792	SRS4668471	93KExxxxx0032PfC0031	Cohort Cross-Section	Raliew	1993	Kenya	Homo sapiens		93KExxxxx0032PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
291	SAMN11483475	sra	ncbi		SRX5730957	DHPS, DHFR	94KExxxxx0031PfC0031	2019-04-24	7	4	Plasmodium falciparum	2019-04-24	SRR8950791	SRS4668472	94KExxxxx0031PfC0031	Cohort Cross-Section	Mabinju	1994	Kenya	Homo sapiens		94KExxxxx0031PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
286	SAMN11483478	sra	ncbi		SRX5730958	DHPS, DHFR	94KExxxxx0034PfC0031	2019-04-24	4	2	Plasmodium falciparum	2019-04-24	SRR8950790	SRS4668473	94KExxxxx0034PfC0031	Cohort Cross-Section	Raliew	1994	Kenya	Homo sapiens		94KExxxxx0034PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
282	SAMN11483477	sra	ncbi		SRX5730959	DHPS, DHFR	94KExxxxx0033PfC0031	2019-04-24	5	2	Plasmodium falciparum	2019-04-24	SRR8950789	SRS4668474	94KExxxxx0033PfC0031	Cohort Cross-Section	Raliew	1994	Kenya	Homo sapiens		94KExxxxx0033PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
288	SAMN11483874	sra	ncbi		SRX5730960	DHPS, DHFR	93KExxxxx0467PfC0031	2019-04-24	2	1	Plasmodium falciparum	2019-04-24	SRR8950788	SRS4668475	93KExxxxx0467PfC0031	Cohort Cross-Section	Raliew	1993	Kenya	Homo sapiens		93KExxxxx0467PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
279	SAMN11483873	sra	ncbi		SRX5730961	DHPS, DHFR	93KExxxxx0466PfC0031	2019-04-24	2	1	Plasmodium falciparum	2019-04-24	SRR8950787	SRS4668476	93KExxxxx0466PfC0031	Cohort Cross-Section	Wera	1993	Kenya	Homo sapiens		93KExxxxx0466PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
319	SAMN11483868	sra	ncbi		SRX5730962	DHPS, DHFR	98KExxxxx0461PfC0031	2019-04-24	2	1	Plasmodium falciparum	2019-04-24	SRR8950786	SRS4668477	98KExxxxx0461PfC0031	Cohort Cross-Section	Raliew	1998	Kenya	Homo sapiens		98KExxxxx0461PfC0031	blood	Blood Pellets	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
218	SAMN11483867	sra	ncbi		SRX5730963	DHPS, DHFR	98KExxxxx0460PfC0031	2019-04-24	0	0	Plasmodium falciparum	2019-04-24	SRR8950785	SRS4668478	98KExxxxx0460PfC0031	Cohort Cross-Section	Wera	1998	Kenya	Homo sapiens		98KExxxxx0460PfC0031	blood	Blood Pellets	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
257	SAMN11483866	sra	ncbi		SRX5730964	DHPS, DHFR	98KExxxxx0459PfC0031	2019-04-24	1	1	Plasmodium falciparum	2019-04-24	SRR8950784	SRS4668479	98KExxxxx0459PfC0031	Cohort Cross-Section	Raliew	1998	Kenya	Homo sapiens		98KExxxxx0459PfC0031	blood	Blood Pellets	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
263	SAMN11483865	sra	ncbi		SRX5730965	DHPS, DHFR	95KExxxxx0458PfC0031	2019-04-24	3	1	Plasmodium falciparum	2019-04-24	SRR8950783	SRS4668480	95KExxxxx0458PfC0031	Cohort Cross-Section	Aduoyo Miyare	1995	Kenya	Homo sapiens		95KExxxxx0458PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
300	SAMN11483872	sra	ncbi		SRX5730966	DHPS, DHFR	93KExxxxx0465PfC0031	2019-04-24	2	1	Plasmodium falciparum	2019-04-24	SRR8950782	SRS4668481	93KExxxxx0465PfC0031	Cohort Cross-Section	Nguka	1993	Kenya	Homo sapiens		93KExxxxx0465PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
276	SAMN11483871	sra	ncbi		SRX5730967	DHPS, DHFR	93KExxxxx0464PfC0031	2019-04-24	1	0	Plasmodium falciparum	2019-04-24	SRR8950781	SRS4668482	93KExxxxx0464PfC0031	Cohort Cross-Section	Aduoyo Miyare	1993	Kenya	Homo sapiens		93KExxxxx0464PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
306	SAMN11483870	sra	ncbi		SRX5730968	DHPS, DHFR	93KExxxxx0463PfC0031	2019-04-24	2	1	Plasmodium falciparum	2019-04-24	SRR8950780	SRS4668485	93KExxxxx0463PfC0031	Cohort Cross-Section	Ochuoga/Kowi	1993	Kenya	Homo sapiens		93KExxxxx0463PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
302	SAMN11483869	sra	ncbi		SRX5730969	DHPS, DHFR	98KExxxxx0462PfC0031	2019-04-24	3	1	Plasmodium falciparum	2019-04-24	SRR8950779	SRS4668483	98KExxxxx0462PfC0031	Cohort Cross-Section	Bwaja/Ndara	1998	Kenya	Homo sapiens		98KExxxxx0462PfC0031	blood	Blood Pellets	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
304	SAMN11483504	sra	ncbi		SRX5730970	DHPS, DHFR	93KExxxxx0060PfC0031	2019-04-24	1	1	Plasmodium falciparum	2019-04-24	SRR8950778	SRS4668484	93KExxxxx0060PfC0031	Cohort Cross-Section	Aduoyo Miyare	1993	Kenya	Homo sapiens		93KExxxxx0060PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
288	SAMN11483503	sra	ncbi		SRX5730971	DHPS, DHFR	93KExxxxx0059PfC0031	2019-04-24	1	1	Plasmodium falciparum	2019-04-24	SRR8950777	SRS4668487	93KExxxxx0059PfC0031	Cohort Cross-Section	Aduoyo Miyare	1993	Kenya	Homo sapiens		93KExxxxx0059PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
294	SAMN11483502	sra	ncbi		SRX5730972	DHPS, DHFR	93KExxxxx0058PfC0031	2019-04-24	1	0	Plasmodium falciparum	2019-04-24	SRR8950776	SRS4668486	93KExxxxx0058PfC0031	Cohort Cross-Section	NA	1993	Kenya	Homo sapiens		93KExxxxx0058PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
281	SAMN11483501	sra	ncbi		SRX5730973	DHPS, DHFR	93KExxxxx0057PfC0031	2019-04-24	1	0	Plasmodium falciparum	2019-04-24	SRR8950775	SRS4668488	93KExxxxx0057PfC0031	Cohort Cross-Section	Aduoyo Miyare	1993	Kenya	Homo sapiens		93KExxxxx0057PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
359	SAMN11483500	sra	ncbi		SRX5730974	DHPS, DHFR	93KExxxxx0056PfC0031	2019-04-24	0	0	Plasmodium falciparum	2019-04-24	SRR8950774	SRS4668489	93KExxxxx0056PfC0031	Cohort Cross-Section	Aduoyo Miyare	1993	Kenya	Homo sapiens		93KExxxxx0056PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
312	SAMN11483499	sra	ncbi		SRX5730975	DHPS, DHFR	95KExxxxx0055PfC0031	2019-04-24	0	0	Plasmodium falciparum	2019-04-24	SRR8950773	SRS4668490	95KExxxxx0055PfC0031	Cohort Cross-Section	Ochuoga/Kowi	1995	Kenya	Homo sapiens		95KExxxxx0055PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
281	SAMN11483498	sra	ncbi		SRX5730976	DHPS, DHFR	94KExxxxx0054PfC0031	2019-04-24	1	0	Plasmodium falciparum	2019-04-24	SRR8950772	SRS4668491	94KExxxxx0054PfC0031	Cohort Cross-Section	Aduoyo Miyare	1994	Kenya	Homo sapiens		94KExxxxx0054PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
294	SAMN11483497	sra	ncbi		SRX5730977	DHPS, DHFR	94KExxxxx0053PfC0031	2019-04-24	2	1	Plasmodium falciparum	2019-04-24	SRR8950771	SRS4668492	94KExxxxx0053PfC0031	Cohort Cross-Section	Aduoyo Miyare	1994	Kenya	Homo sapiens		94KExxxxx0053PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
303	SAMN11483553	sra	ncbi		SRX5730978	DHPS, DHFR	94KExxxxx0111PfC0031	2019-04-24	5	3	Plasmodium falciparum	2019-04-24	SRR8950770	SRS4668493	94KExxxxx0111PfC0031	Cohort Cross-Section	Ndwara/Nyangoma	1994	Kenya	Homo sapiens		94KExxxxx0111PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
304	SAMN11483554	sra	ncbi		SRX5730979	DHPS, DHFR	94KExxxxx0112PfC0031	2019-04-24	3	1	Plasmodium falciparum	2019-04-24	SRR8950769	SRS4668494	94KExxxxx0112PfC0031	Cohort Cross-Section	Ndwara/Nyangoma	1994	Kenya	Homo sapiens		94KExxxxx0112PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
296	SAMN11483903	sra	ncbi		SRX5730980	DHPS, DHFR	93KExxxxx0496PfC0031	2019-04-24	1	0	Plasmodium falciparum	2019-04-24	SRR8950768	SRS4668495	93KExxxxx0496PfC0031	Cohort Cross-Section	Wera	1993	Kenya	Homo sapiens		93KExxxxx0496PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
311	SAMN11483904	sra	ncbi		SRX5730981	DHPS, DHFR	93KExxxxx0497PfC0031	2019-04-24	0	0	Plasmodium falciparum	2019-04-24	SRR8950767	SRS4668496	93KExxxxx0497PfC0031	Cohort Cross-Section	Bwaja/Ndara	1993	Kenya	Homo sapiens		93KExxxxx0497PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
309	SAMN11483549	sra	ncbi		SRX5730982	DHPS, DHFR	95KExxxxx0107PfC0031	2019-04-24	5	3	Plasmodium falciparum	2019-04-24	SRR8950766	SRS4668497	95KExxxxx0107PfC0031	Cohort Cross-Section	Ochuoga/Kowi	1995	Kenya	Homo sapiens		95KExxxxx0107PfC0031	blood	Frozen Cells	NA	AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
